职位名称,公司名称,所在城市,经验要求,公司福利,发布时间,公司规模,业务范围,公司类型,详情页面
DQA 软件工程师,上海国微思尔芯技术股份有限公司,上海-浦东新区,3-4年经验,五险一金 弹性工作 股票期权 年终奖金 餐饮补贴 绩效奖金,08-21,150-500人,电子技术/半导体/集成电路,合资,https://jobs.51job.com/chengdu-jnq/138213884.html
JAVA开发,青岛酷特智能股份有限公司,青岛-即墨区,2年经验,带薪年假 五险一金 绩效奖金 包住宿 通讯补贴 交通补贴 节日福利,08-21,1000-5000人,互联网/电子商务,民营公司,https://jobs.51job.com/chengdu-jnq/135117471.html
AR工程师,苏州瑞泰信息技术有限公司,广州,3-4年经验,专业培训 定期体检 员工旅游 五险一金 通讯补贴 弹性工作 补充医疗保险 交通补贴 绩效奖金 年终奖金,08-21,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/128006127.html
Software Developer,克朗斯机械（太仓）有限公司,太仓,3-4年经验,五险一金 补充医疗保险 年终奖金 定期体检,08-21,500-1000人,机械/设备/重工,外资（欧美）,https://jobs.51job.com/chengdu-jnq/123852642.html
Go高级软件开发工程师,戴尔（中国）有限公司,上海-杨浦区,10年以上经验,五险一金 补充医疗保险 专业培训 弹性工作 定期体检,08-21,5000-10000人,计算机硬件,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141872437.html
C/C++开发工程师,富士康科技集团武汉园区,武汉,1年经验,五险一金 年终奖金 定期体检 带薪年假 节日福利 专业培训 加班补贴 周末双休 绩效奖金 补充医疗保险,08-21,10000人以上,计算机硬件,外资（非欧美）,https://jobs.51job.com/chengdu-jnq/141133295.html
Azure基础架构架构师,印孚瑟斯技术（中国）有限公司,广州-天河区,8-9年经验,五险一金 补充公积金 年终奖金,08-21,1000-5000人,计算机软件,外资（非欧美）,https://jobs.51job.com/chengdu-jnq/141860690.html
高端技术架构师 （分布式平台、数据库、云计算）,广发银行股份有限公司,佛山-南海区,5-7年经验,六险二金 定期体检 年终奖金 带薪年假 周末双休,08-21,500-1000人,银行,国企,https://jobs.51job.com/chengdu-jnq/141872974.html
嵌入式软件工程师（周末双休）,浙江庚星科技有限公司,杭州-钱塘区,5-7年经验,餐饮补贴 绩效奖金 年终奖金,08-21,少于50人,机械/设备/重工,民营公司,https://jobs.51job.com/chengdu-jnq/121544255.html
后端开发实习生,苏州千普科技有限公司,苏州-工业园区,无需经验,五险一金 年终奖金 员工旅游 绩效奖金,08-21,,计算机软件,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141455792.html
数字工程师 - 工业互联网,广州市贝凌福企业管理咨询有限公司,上海-闵行区,2年经验,五险一金 年终奖金 员工旅游 专业培训 定期体检 绩效奖金,08-21,,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/140407428.html
软件工程师（机器人示教器方向）,深圳市泰科智能机器人有限公司,深圳-南山区,2年经验,五险一金 绩效奖金 年终奖金 专业培训 弹性工作,08-21,50-150人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/130900531.html
高级软件工程师,武汉诚锐电器有限公司,武汉,3-4年经验,餐饮补贴 年终奖金 五险一金 做五休二 节日福利 带薪年假 周末双休 高温补贴 加班补贴,08-21,50-150人,电气/电力/水利,民营公司,https://jobs.51job.com/chengdu-jnq/141675639.html
软件开发工程师,苏州芯聚半导体有限公司,苏州-工业园区,5-7年经验,五险一金 专业培训 绩效奖金,08-21,少于50人,电子技术/半导体/集成电路,创业公司,https://jobs.51job.com/chengdu-jnq/138381264.html
嵌入式软件工程师（电机控制）,深圳市维海德技术股份有限公司,深圳,3-4年经验,五险一金 员工旅游 餐饮补贴 定期体检 专业培训 年终奖金 周末双休 节日福利 绩效奖金,08-21,500-1000人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/141877027.html
大数据开发工程师,武汉大千信息技术有限公司,荆州,2年经验,五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检 交通补贴 员工旅游 弹性工作,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141876866.html
大数据开发工程师,上海赛美特软件科技有限公司,北京-海淀区,2年经验,五险一金 补充医疗保险 员工旅游 餐饮补贴 弹性工作 定期体检 带薪年假 年终奖金,08-21,150-500人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/141876801.html
高级开发工程师,德高上海,北京,5-7年经验,五险一金 补充医疗保险 交通补贴 餐饮补贴 年终奖金 定期体检,08-21,150-500人,广告,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141875494.html
高级嵌入式开发工程师,矿泰智能科技有限公司,邯郸,5-7年经验,五险一金 交通补贴 绩效奖金 年终奖金,08-21,少于50人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/141874705.html
大数据工程师,数字广西集团有限公司,南宁-良庆区,3-4年经验,五险一金 交通补贴 绩效奖金 通讯补贴,08-21,1000-5000人,互联网/电子商务,国企,https://jobs.51job.com/chengdu-jnq/141874330.html
实施主管,广州汇思信息科技股份有限公司,广州-天河区,3-4年经验,五险一金 专业培训 交通补贴 餐饮补贴 弹性工作 年终奖金 绩效奖金,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141874001.html
2022/016/01-开发工程师（大数据安全计算实验室）,深圳市大数据研究院,深圳-龙岗区,1年经验,五险一金 定期体检 免费班车,08-21,150-500人,学术/科研,事业单位,https://jobs.51job.com/chengdu-jnq/141873893.html
底层驱动开发工程师,广东福维德焊接股份有限公司,广州-黄埔区,2年经验,五险一金 年终奖金 加班补助 节日福利,08-21,少于50人,机械/设备/重工,民营公司,https://jobs.51job.com/chengdu-jnq/141870287.html
BMC工程师,珠海星云智联科技有限公司,深圳-龙华区,5-7年经验,股票期权 弹性工作 定期体检 健身下午茶 环境高大上 氛围融洽 六险一金 固定15薪,08-21,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141869479.html
STU-初中级嵌入式软件工程师,深圳矽递科技股份有限公司,深圳-南山区,1年经验,五险一金 餐饮补贴 定期体检 年终奖金,08-21,150-500人,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/141868840.html
大数据与人工智能算法工程师,华自科技股份有限公司,长沙,2年经验,五险一金 专业培训 免费班车 年终奖金 绩效奖金,08-21,500-1000人,电气/电力/水利,上市公司,https://jobs.51job.com/chengdu-jnq/141868781.html
系统软件开发工程师 (MJ000625),凌云光技术股份有限公司,北京,3-4年经验,,08-21,1000-5000人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/141865417.html
WebGIS开发工程师,广东国地规划科技股份有限公司,济南-历下区,2年经验,五险一金 餐饮补贴 专业培训 定期体检,08-21,1000-5000人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141864795.html
大数据开发,天宇正清科技有限公司,西安-未央区,3-4年经验,五险一金 餐饮补贴 交通补贴 周末双休,08-21,500-1000人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141864649.html
中级IT开发工程师 (MJ000124),深圳裕策生物科技有限公司,深圳-盐田区,无需经验,五险一金 定期体检 弹性工作,08-21,150-500人,制药/生物工程,民营公司,https://jobs.51job.com/chengdu-jnq/141863825.html
SAP开发工程师,南通数英信息科技有限公司,南通,3-4年经验,五险一金 年终奖金 周末双休 带薪年假,08-21,少于50人,计算机软件,外资（非欧美）,https://jobs.51job.com/chengdu-jnq/141862897.html
java技术经理,浙江东驰科技有限公司,杭州-滨江区,5-7年经验,五险一金 专业培训 定期体检 员工旅游 餐饮补贴 年终奖金,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141862298.html
eclipse插件开发（集成开发）,南京德克威尔自动化有限公司,南京-浦口区,5-7年经验,五险一金 年终奖金 绩效奖金,08-21,50-150人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/141859860.html
大数据开发工程师,北理新源（佛山）信息科技有限公司,佛山-南海区,3-4年经验,五险一金 餐饮补贴 年终奖金 定期体检 加班补助 周末双休,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141858436.html
RPA中级开发人员,深圳万科祥盈管理服务有限公司上海分公司,上海,3-4年经验,,08-21,,计算机软件,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141856563.html
嵌入式Linux软件开发工程师,南京艾伯瑞电子科技有限公司,南京-江宁区,3-4年经验,周末双休 五险一金 节日福利 带薪年假 餐饮补贴 年终奖金,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141856506.html
软件研发工程师,清华珠三角研究院,广州-黄埔区,无需经验,五险一金 绩效奖金 年终奖金,08-21,50-150人,学术/科研,事业单位,https://jobs.51job.com/chengdu-jnq/141855918.html
病毒组学生物信息副研究员(J20764),深圳华大生命科学研究院,深圳-大鹏新区,无需经验,五险一金 年终奖金 弹性工作 专业培训 员工旅游 定期体检 餐饮补贴 出国机会,08-21,500-1000人,非营利组织,民营公司,https://jobs.51job.com/chengdu-jnq/141854954.html
后端中、高级开发工程师,上海岩易科技有限公司,上海-浦东新区,3-4年经验,五险一金 员工旅游 餐饮补贴 绩效奖金 年终奖金 股票期权 定期体检,08-21,50-150人,建筑/建材/工程,民营公司,https://jobs.51job.com/chengdu-jnq/141854919.html
主任级软件工程师 - NFV,凯易讯网络技术开发（南京）有限公司,南京,10年以上经验,弹性工作 五险一金 补充医疗保险 年终奖金 绩效奖金 工作有挑战 团队氛围融洽 交通补贴 餐饮补贴 通讯补贴,08-21,150-500人,通信/电信/网络设备,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141854117.html
Java开发工程师,南京安信达信息科技有限公司,镇江,3-4年经验,五险一金 员工旅游 绩效奖金 专业培训 餐饮补贴 节日福利 周末双休,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141853770.html
后端开发-技术文员/助理,深圳市博瑞纳电子商务有限公司,深圳-南山区,无需经验,五险一金 免费班车 员工旅游 定期体检 绩效奖金 年终奖金 弹性工作,08-21,少于50人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141851892.html
嵌入式组经理,杭州慧仓信息科技有限公司,杭州-滨江区,8-9年经验,五险一金 年终奖金 股票期权 员工旅游 定期体检 优秀员工奖励 公司聚餐,08-21,50-150人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/141851650.html
软件开发工程师,广东英朗信息技术有限公司,广州,1年经验,五险一金 补充医疗保险 员工旅游 绩效奖金 股票期权 弹性工作,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141848557.html
后端开发,宇博信诚（北京）信息技术有限公司,杭州-滨江区,3-4年经验,,08-21,150-500人,计算机服务(系统、数据服务、维修),外资（非欧美）,https://jobs.51job.com/chengdu-jnq/141844684.html
应图马Java工程师,重庆应图马教育科技有限公司,重庆-渝北区,1年经验,六险 专业培训 股票期权 定期体检 定期团建 日常茶歇 弹性工作,08-21,150-500人,教育/培训/院校,民营公司,https://jobs.51job.com/chengdu-jnq/141754082.html
大数据开发工程师,深圳楚星软件有限公司,深圳-南山区,3-4年经验,五险一金 交通补贴 年终奖金 绩效奖金 节日福利 带薪年假 加班补贴 员工旅游 定期体检,08-21,少于50人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141701334.html
C#上位机软件工程师,高铭科维科技无锡有限公司,无锡-无锡新区,3-4年经验,五险一金 员工旅游 餐饮补贴 年终奖金 出国机会,08-21,少于50人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/141668320.html
RPA实施开发工程师,奔腾达智数科技（广东）有限公司,宁波-鄞州区,1年经验,五险一金 年终奖金 弹性工作 绩效奖金 交通补贴 餐饮补贴,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141650267.html
软件开发工程师（linux C/C++）,上海新前端奕天科技有限公司,上海-普陀区,1年经验,五险一金 通讯补贴 绩效奖金 年终奖金 餐饮补贴 节日福利,08-21,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141605717.html
软件项目经理,云南佳叶现代农业发展有限公司,昆明-呈贡区,5-7年经验,五险 双休 餐饮补贴 绩效奖金 定期体检 通讯补贴,08-21,50-150人,机械/设备/重工,民营公司,https://jobs.51job.com/chengdu-jnq/141602906.html
软件工程师,上海融之浩网络技术有限公司,上海-虹口区,无需经验,,08-21,50-150人,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/141588395.html
嵌入式工程师,拓扑联创（北京）科技有限公司,北京-延庆区,1年经验,节日福利 专业培训 绩效奖金 周末双休 加班补贴,08-21,少于50人,航天/航空,民营公司,https://jobs.51job.com/chengdu-jnq/141421933.html
嵌入式软件工程师,宏芯科技（泉州）有限公司,武汉-洪山区,2年经验,五险一金 定期体检 专业培训 年终奖金 通讯补贴,08-21,50-150人,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/141359261.html
资深嵌入式软件工程师,上海蛮酷科技有限公司,上海-闵行区,3-4年经验,五险一金 绩效奖金 年终奖金 股票期权 弹性工作 补充医疗保险 带薪年休假 带薪病假 员工旅游 定期体检,08-21,50-150人,汽车,民营公司,https://jobs.51job.com/chengdu-jnq/141038820.html
